,基金代码,基金简称,基金名称,基金类型,基金拼音
1646,002142,BSWYZZZTLHPZHH,博时外延增长主题灵活配置混合,混合型,BOSHIWAIYANZENGZHANGZHUTILINGHUOPEIZHIHUNHE
1647,002143,BSYK3GYDKZ,博时裕坤3个月定开债,定开债券,BOSHIYUKUN3GEYUEDINGKAIZHAI
1648,002144,HAXYXLHPZHHC,华安新优选灵活配置混合C,混合型,HUAANXINYOUXUANLINGHUOPEIZHIHUNHEC
1649,002145,NAJXLHPZHH,诺安景鑫灵活配置混合,混合型,NUOANJINGXINLINGHUOPEIZHIHUNHE
1650,002146,CAXYZQHHA,长安鑫益增强混合A,混合型,CHANGANXINYIZENGQIANGHUNHEA
1651,002147,CAXYZQHHC,长安鑫益增强混合C,混合型,CHANGANXINYIZENGQIANGHUNHEC
1652,002148,GSABWHHH,国寿安保稳惠混合,混合型,GUOSHOUANBAOWENHUIHUNHE
1653,002149,JSXYXHH,嘉实新优选混合,混合型,JIASHIXINYOUXUANHUNHE
1654,002152,HBHXYSHH,华宝核心优势混合,混合型,HUABAOHEXINYOUSHIHUNHE
1655,002155,GJXRLHPZHH,国金鑫瑞灵活配置混合,混合型,GUOJINXINRUILINGHUOPEIZHIHUNHE
1656,002156,CSSSHHA,长盛盛世混合A,混合型,CHANGSHENGSHENGSHIHUNHEA
1657,002157,CSSSHHC,长盛盛世混合C,混合型,CHANGSHENGSHENGSHIHUNHEC
1658,002158,HTFAXZXHHC,汇添富安鑫智选混合C,混合型,HUITIANFUANXINZHIXUANHUNHEC
1659,002159,DWGQGGHH,东吴国企改革混合,混合型,DONGWUGUOQIGAIGEHUNHE
1660,002160,NFQDHH,南方驱动混合,混合型,NANFANGQUDONGHUNHE
1661,002161,YHWWHLLHPZHH,银华万物互联灵活配置混合,混合型,YINHUAWANWUHULIANLINGHUOPEIZHIHUNHE
1662,002162,DFXJZHHC,东方新价值混合C,混合型,DONGFANGXINJIAZHIHUNHEC
1663,002163,DFHXLHPZHHC,东方惠新灵活配置混合C,混合型,DONGFANGHUIXINLINGHUOPEIZHIHUNHEC
1664,002164,HTFXRJXHHC,汇添富新睿精选混合C,混合型,HUITIANFUXINRUIJINGXUANHUNHEC
1665,002165,HTFDXHHC,汇添富达欣混合C,混合型,HUITIANFUDAXINHUNHEC
1666,002166,HXYFHHC,华夏永福混合C,混合型,HUAXIAYONGFUHUNHEC
1667,002167,NFSKHH,南方顺康混合,混合型,NANFANGSHUNKANGHUNHE
1668,002168,JSZNQCGP,嘉实智能汽车股票,股票型,JIASHIZHINENGQICHEGUPIAO
1669,002169,YYWYZQ,永赢稳益债券,债券型,YONGYINGWENYIZHAIQUAN
1670,002170,DWYDHLHHC,东吴移动互联混合C,混合型,DONGWUYIDONGHULIANHUNHEC
1671,002172,HFTXNXHHC,海富通新内需混合C,混合型,HAIFUTONGXINNEIXUHUNHEC
1672,002174,DFHLWJHH,东方互联网嘉混合,混合型,DONGFANGHULIANWANGJIAHUNHE
1673,002175,BSYQCZA,博时裕乾纯债A,债券型,BOSHIYUQIANCHUNZHAIA
1674,002177,XCXZB,信诚新泽B,混合型,XINCHENGXINZEB
1675,002178,JSXQDHHC,嘉实新起点混合C,混合型,JIASHIXINQIDIANHUNHEC
1676,002179,HASJQDLHCLHH,华安事件驱动量化策略混合,混合型,HUAANSHIJIANQUDONGLIANGHUACELUEHUNHE
1677,002180,ZYYDHLLHPZHH,中银移动互联灵活配置混合,混合型,ZHONGYINYIDONGHULIANLINGHUOPEIZHIHUNHE
1678,002181,HADAQHH,华安大安全混合,混合型,HUAANDAANQUANHUNHE
1679,002182,DXLHCFHH,东兴蓝海财富混合,混合型,DONGXINGLANHAICAIFUHUNHE
1680,002183,GFTTHHBB,广发天天红货币B,货币型,GUANGFATIANTIANHONGHUOBIB
1681,002184,HDHLHBA,泓德泓利货币A,货币型,HONGDEHONGLIHUOBIA
1682,002185,HDHLHBB,泓德泓利货币B,货币型,HONGDEHONGLIHUOBIB
1683,002186,GLAXXLHPZHHC,国联安鑫享灵活配置混合C,混合型,GUOLIANANXINXIANGLINGHUOPEIZHIHUNHEC
1684,002188,PHFHZQ,鹏华丰华债券,债券型,PENGHUAFENGHUAZHAIQUAN
1685,002189,NYHLGQGGHH,农银汇理国企改革混合,混合型,NONGYINHUILIGUOQIGAIGEHUNHE
1686,002190,NYXNYZT,农银新能源主题,混合型,NONGYINXINNENGYUANZHUTI
1687,002191,NYWLWHH,农银物联网混合,混合型,NONGYINWULIANWANGHUNHE
1688,002192,DFDXLHPZHHC,东方鼎新灵活配置混合C,混合型,DONGFANGDINGXINLINGHUOPEIZHIHUNHEC
1689,002194,BXRFWDZQ,北信瑞丰稳定增强,混合型,BEIXINRUIFENGWENDINGZENGQIANG
1690,002195,ZYJGXJGLHB,中银机构现金管理货币,货币型,ZHONGYINJIGOUXIANJINGUANLIHUOBI
1691,002196,JYJSLXLHPZHHC,金鹰技术领先灵活配置混合C,混合型,JINYINGJISHULINGXIANLINGHUOPEIZHIHUNHEC
1692,002197,GTXCLJZHH,国泰鑫策略价值混合,混合型,GUOTAIXINCELUEJIAZHIHUNHE
1693,002198,BSYDCZZQ,博时裕达纯债债券,债券型,BOSHIYUDACHUNZHAIZHAIQUAN
1694,002199,QHKYZZJGZSC,前海开源中证军工指数C,股票指数,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUC
1695,002200,DCHCHBA,大成慧成货币A,货币型,DACHENGHUICHENGHUOBIA
1696,002201,DCHCHBB,大成慧成货币B,货币型,DACHENGHUICHENGHUOBIB
1697,002202,DCHCHBE,大成慧成货币E,货币型,DACHENGHUICHENGHUOBIE
1698,002206,BSYKCZZQ,博时裕康纯债债券,债券型,BOSHIYUKANGCHUNZHAIZHAIQUAN
1699,002207,QHKYJYZBHHC,前海开源金银珠宝混合C,混合型,QIANHAIKAIYUANJINYINZHUBAOHUNHEC
1700,002210,CJHXLHDYZGPA,创金合信量化多因子股票A,股票型,CHUANGJINHEXINLIANGHUADUOYINZIGUPIAOA
1701,002211,JSXCFHH,嘉实新财富混合,混合型,JIASHIXINCAIFUHUNHE
1702,002212,JSXQHHH,嘉实新起航混合,混合型,JIASHIXINQIHANGHUNHE
1703,002213,ZHSXLHPZHH,中海顺鑫灵活配置混合,混合型,ZHONGHAISHUNXINLINGHUOPEIZHIHUNHE
1704,002214,ZHHGSJZYXHH,中海沪港深价值优选混合,混合型,ZHONGHAIHUGANGSHENJIAZHIYOUXUANHUNHE
1705,002216,YFDLHCLA,易方达量化策略A,混合型,YIFANGDALIANGHUACELUEA
1706,002217,YFDLHCLC,易方达量化策略C,混合型,YIFANGDALIANGHUACELUEC
1707,002218,NFHLA,南方弘利A,定开债券,NANFANGHONGLIA
1708,002219,NFHLC,南方弘利C,定开债券,NANFANGHONGLIC
1709,002220,NFRLLHPZHH,南方瑞利灵活配置混合,混合型,NANFANGRUILILINGHUOPEIZHIHUNHE
1710,002222,JSXQSHH,嘉实新趋势混合,混合型,JIASHIXINQUSHIHUNHE
1711,002224,ZYJDSYCLDQKFHH,中邮绝对收益策略定期开放混合,混合型,ZHONGYOUJUEDUISHOUYICELUEDINGQIKAIFANGHUNHE
1712,002227,CCXYXHHA,长城新优选混合A,混合型,CHANGCHENGXINYOUXUANHUNHEA
1713,002228,CCXYXHHC,长城新优选混合C,混合型,CHANGCHENGXINYOUXUANHUNHEC
1714,002229,HXJJZXGP,华夏经济转型股票,股票型,HUAXIAJINGJIZHUANXINGGUPIAO
1715,002230,HXDZHHHQDII,华夏大中华混合(QDII),QDII,HUAXIADAZHONGHUAHUNHEQDII
1716,002231,HXXQSHHA,华夏新趋势混合A,混合型,HUAXIAXINQUSHIHUNHEA
1717,002232,HXXQSHHC,华夏新趋势混合C,混合型,HUAXIAXINQUSHIHUNHEC
1718,002233,GYFSHBLHPZHHC,工银丰收回报灵活配置混合C,混合型,GONGYINFENGSHOUHUIBAOLINGHUOPEIZHIHUNHEC
1719,002234,TXTTSYHBB,泰信天天收益货币B,货币型,TAIXINTIANTIANSHOUYIHUOBIB
1720,002235,TXTTSYHBE,泰信天天收益货币E,货币型,TAIXINTIANTIANSHOUYIHUOBIE
1721,002236,DC360HLWDSJ100A,大成360互联网+大数据100A,股票指数,DACHENG360HULIANWANGDASHUJU100A
1722,002243,DFJZTHBA,东方金证通货币A,货币型,DONGFANGJINZHENGTONGHUOBIA
1723,002244,JSCCDTKJZTHH,景顺长城低碳科技主题混合,混合型,JINGSHUNCHANGCHENGDITANKEJIZHUTIHUNHE
1724,002245,TKWJZLZQA,泰康稳健增利债券A,债券型,TAIKANGWENJIANZENGLIZHAIQUANA
1725,002246,TKWJZLZQC,泰康稳健增利债券C,债券型,TAIKANGWENJIANZENGLIZHAIQUANC
1726,002247,XJQHLHHYHBA,新疆前海联合海盈货币A,货币型,XINJIANGQIANHAILIANHEHAIYINGHUOBIA
1727,002248,XJQHLHHYHBB,新疆前海联合海盈货币B,货币型,XINJIANGQIANHAILIANHEHAIYINGHUOBIB
1728,002249,ZSJYLHPZHH,招商境远灵活配置混合,混合型,ZHAOSHANGJINGYUANLINGHUOPEIZHIHUNHE
1729,002251,HXJGAQHH,华夏军工安全混合,混合型,HUAXIAJUNGONGANQUANHUNHE
1730,002252,RTCZ30LHPZHH,融通成长30灵活配置混合,混合型,RONGTONGCHENGZHANG30LINGHUOPEIZHIHUNHE
1731,002253,RTCZ30LHPZHH,融通成长30灵活配置混合(后端),混合型,RONGTONGCHENGZHANG30LINGHUOPEIZHIHUNHE
1732,002254,CXJKCZA,长信金葵纯债A,定开债券,CHANGXINJINKUICHUNZHAIA
1733,002255,CXJKCZC,长信金葵纯债C,定开债券,CHANGXINJINKUICHUNZHAIC
1734,002256,JXHYYXHHFQS,金信行业优选混合发起式,混合型,JINXINHANGYEYOUXUANHUNHEFAQISHI
1735,002258,DCGQGGLHPZHH,大成国企改革灵活配置混合,混合型,DACHENGGUOQIGAIGELINGHUOPEIZHIHUNHE
1736,002259,PHJKHBHH,鹏华健康环保混合,混合型,PENGHUAJIANKANGHUANBAOHUNHE
1737,002260,ZXJTTXB,中信建投添鑫宝,货币型,ZHONGXINJIANTOUTIANXINBAO
1738,002261,ZYBLHHA,中银宝利混合A,混合型,ZHONGYINBAOLIHUNHEA
1739,002262,ZYBLHHC,中银宝利混合C,混合型,ZHONGYINBAOLIHUNHEC
1740,002263,TDHLDSJHHA,泰达宏利大数据混合A,混合型,TAIDAHONGLIDASHUJUHUNHEA
1741,002264,HXLXJKHH,华夏乐享健康混合,混合型,HUAXIALEXIANGJIANKANGHUNHE
1742,002265,XYXLDQKFZ,鑫元兴利定期开放债,定开债券,XINYUANXINGLIDINGQIKAIFANGZHAI
1743,002268,XYFLZQ,兴业丰利债券,债券型,XINGYEFENGLIZHAIQUAN
1744,002269,YHDSJLHPZDKHH,银华大数据灵活配置定开混合,混合型,YINHUADASHUJULINGHUOPEIZHIDINGKAIHUNHE
1745,002270,DWAYLHHH,东吴安盈量化混合,混合型,DONGWUANYINGLIANGHUAHUNHE
1746,002271,ZSAHLHPZHH,招商安弘灵活配置混合,混合型,ZHAOSHANGANHONGLINGHUOPEIZHIHUNHE
1747,002272,XHKJCXZTLHPZHH,新华科技创新主题灵活配置混合,混合型,XINHUAKEJICHUANGXINZHUTILINGHUOPEIZHIHUNHE
1748,002273,TDHLCYHHB,泰达宏利创益混合B,混合型,TAIDAHONGLICHUANGYIHUNHEB
1749,002274,ZYCZJLZQA,中邮纯债聚利债券A,债券型,ZHONGYOUCHUNZHAIJULIZHAIQUANA
1750,002275,ZYCZJLZQC,中邮纯债聚利债券C,债券型,ZHONGYOUCHUNZHAIJULIZHAIQUANC
1751,002276,ZYCZHLZQA,中邮纯债恒利债券A,债券型,ZHONGYOUCHUNZHAIHENGLIZHAIQUANA
1752,002277,ZYCZHLZQC,中邮纯债恒利债券C,债券型,ZHONGYOUCHUNZHAIHENGLIZHAIQUANC
1753,002279,ZSHYCZA,浙商惠盈纯债A,债券型,ZHESHANGHUIYINGCHUNZHAIA
1754,002280,HFAXZQ,华富安享债券,债券型,HUAFUANXIANGZHAIQUAN
1755,002281,JXYLLHPZHH,建信裕利灵活配置混合,混合型,JIANXINYULILINGHUOPEIZHIHUNHE
1756,002282,PAAXLHPZHHA,平安安享灵活配置混合A,混合型,PINGANANXIANGLINGHUOPEIZHIHUNHEA
1757,002286,ZYMYZZQRMB,中银美元债债券人民币,QDII,ZHONGYINMEIYUANZHAIZHAIQUANRENMINBI
1758,002287,ZYMYZZQMY,中银美元债债券美元,QDII,ZHONGYINMEIYUANZHAIZHAIQUANMEIYUAN
1759,002288,ZYWJCLHH,中银稳进策略混合,混合型,ZHONGYINWENJINCELUEHUNHE
1760,002289,HSGGCXGP,华商改革创新股票,股票型,HUASHANGGAIGECHUANGXINGUPIAO
1761,002291,NAAXLHPZHH,诺安安鑫灵活配置混合,混合型,NUOANANXINLINGHUOPEIZHIHUNHE
1762,002292,NAYXLHPZHH,诺安益鑫灵活配置混合,混合型,NUOANYIXINLINGHUOPEIZHIHUNHE
1763,002293,NFYHHH,南方益和混合,混合型,NANFANGYIHEHUNHE
1764,002295,GFWALHPZA,广发稳安灵活配置A,混合型,GUANGFAWENANLINGHUOPEIZHIA
1765,002296,CCHYLDHH,长城行业轮动混合,混合型,CHANGCHENGHANGYELUNDONGHUNHE
1766,002298,ZSZFBHBA,招商招福宝货币A,货币型,ZHAOSHANGZHAOFUBAOHUOBIA
1767,002299,ZSZFBHBB,招商招福宝货币B,货币型,ZHAOSHANGZHAOFUBAOHUOBIB
1768,002300,CSYLHYLHPZGP,长盛医疗行业量化配置股票,股票型,CHANGSHENGYILIAOHANGYELIANGHUAPEIZHIGUPIAO
1769,002301,XYDZZQA,兴业短债债券A,债券型,XINGYEDUANZHAIZHAIQUANA
1770,002302,XWTBB,新沃通宝B,货币型,XINWOTONGBAOB
1771,002303,JYZHSHHH,金鹰智慧生活混合,混合型,JINYINGZHIHUISHENGHUOHUNHE
1772,002304,PAAXLHPZHHA,平安安心灵活配置混合A,混合型,PINGANANXINLINGHUOPEIZHIHUNHEA
1773,002305,GDFGLDHHA,光大风格轮动混合A,混合型,GUANGDAFENGGELUNDONGHUNHEA
1774,002307,YHDYSYLHPZHH,银华多元视野灵活配置混合,混合型,YINHUADUOYUANSHIYELINGHUOPEIZHIHUNHE
1775,002310,CJHXHS300ZSZQA,创金合信沪深300指数增强A,股票指数,CHUANGJINHEXINHUSHEN300ZHISHUZENGQIANGA
1776,002311,CJHXZZ500ZSZQA,创金合信中证500指数增强A,股票指数,CHUANGJINHEXINZHONGZHENG500ZHISHUZENGQIANGA
1777,002313,TDHLXQDHHB,泰达宏利新起点混合B,混合型,TAIDAHONGLIXINQIDIANHUNHEB
1778,002314,TDHLXSLHHB,泰达宏利新思路混合B,混合型,TAIDAHONGLIXINSILUHUNHEB
1779,002315,CJHXHS300ZSZQC,创金合信沪深300指数增强C,股票指数,CHUANGJINHEXINHUSHEN300ZHISHUZENGQIANGC
1780,002316,CJHXZZ500ZSZQC,创金合信中证500指数增强C,股票指数,CHUANGJINHEXINZHONGZHENG500ZHISHUZENGQIANGC
1781,002317,ZSRYHH,招商睿逸混合,混合型,ZHAOSHANGRUIYIHUNHE
1782,002318,PHTLJYXHBA,鹏华添利交易型货币A,货币型,PENGHUATIANLIJIAOYIXINGHUOBIA
1783,002319,DCYDYLLHPZHH,大成一带一路灵活配置混合,混合型,DACHENGYIDAIYILULINGHUOPEIZHIHUNHE
1784,002322,YHHLLHPZHHC,银华汇利灵活配置混合C,混合型,YINHUAHUILILINGHUOPEIZHIHUNHEC
1785,002323,YHWLLHPZHHC,银华稳利灵活配置混合C,混合型,YINHUAWENLILINGHUOPEIZHIHUNHEC
1786,002324,NFRTYA,南方日添益A,货币型,NANFANGRITIANYIA
1787,002325,NFRTYE,南方日添益E,货币型,NANFANGRITIANYIE
1788,002326,YHJLLHPZHHC,银华聚利灵活配置混合C,混合型,YINHUAJULILINGHUOPEIZHIHUNHEC
1789,002327,YHHLLHPZHHC,银华恒利灵活配置混合C,混合型,YINHUAHENGLILINGHUOPEIZHIHUNHEC
1790,002328,YHTLLHPZHHC,银华泰利灵活配置混合C,混合型,YINHUATAILILINGHUOPEIZHIHUNHEC
1791,002330,XYJBLHPZHH,兴业聚宝灵活配置混合,混合型,XINGYEJUBAOLINGHUOPEIZHIHUNHE
1792,002331,TKATHBHH,泰康安泰回报混合,混合型,TAIKANGANTAIHUIBAOHUNHE
1793,002332,HFJXHGSA,汇丰晋信沪港深A,股票型,HUIFENGJINXINHUGANGSHENA
1794,002333,HFJXHGSC,汇丰晋信沪港深C,股票型,HUIFENGJINXINHUGANGSHENC
1795,002334,HFJXDPBDGPA,汇丰晋信大盘波动股票A,股票型,HUIFENGJINXINDAPANBODONGGUPIAOA
1796,002335,HFJXDPBDGPC,汇丰晋信大盘波动股票C,股票型,HUIFENGJINXINDAPANBODONGGUPIAOC
1797,002336,CJHXZXCZ,创金合信尊享纯债,债券型,CHUANGJINHEXINZUNXIANGCHUNZHAI
1798,002337,CJHXJAX3GYA,创金合信季安鑫3个月A,债券型,CHUANGJINHEXINJIANXIN3GEYUEA
1799,002338,XYYZZLZQA,兴业优债增利债券A,债券型,XINGYEYOUZHAIZENGLIZHAIQUANA
1800,002339,HFTAYSYHHC,海富通安颐收益混合C,混合型,HAIFUTONGANYISHOUYIHUNHEC
1801,002340,FGJZYSHH,富国价值优势混合,混合型,FUGUOJIAZHIYOUSHIHUNHE
1802,002341,ZSZRCZFQSA,招商招瑞纯债发起式A,债券型,ZHAOSHANGZHAORUICHUNZHAIFAQISHIA
1803,002342,RTZYZQAB,融通增益债券A/B,债券型,RONGTONGZENGYIZHAIQUANAB
1804,002343,RTZYZQAB,融通增益债券A/B(后端),债券型,RONGTONGZENGYIZHAIQUANAB
1805,002344,RTZYZQC,融通增益债券C,债券型,RONGTONGZENGYIZHAIQUANC
1806,002345,HXGDZZHH,华夏高端制造混合,混合型,HUAXIAGAODUANZHIZAOHUNHE
1807,002350,HAAHLHPZHH,华安安华灵活配置混合,混合型,HUAANANHUALINGHUOPEIZHIHUNHE
1808,002351,YFDYXHBZQ,易方达裕祥回报债券,债券型,YIFANGDAYUXIANGHUIBAOZHAIQUAN
1809,002354,BSYTCZ,博时裕腾纯债,债券型,BOSHIYUTENGCHUNZHAI
1810,002355,GTRYSYLZQ,国投瑞银岁赢利债券,债券型,GUOTOURUIYINSUIYINGLIZHAIQUAN
1811,002356,BSAT18GYDKZA,博时安泰18个月定开债A,定开债券,BOSHIANTAI18GEYUEDINGKAIZHAIA
1812,002357,BSAT18GYDKZC,博时安泰18个月定开债C,定开债券,BOSHIANTAI18GEYUEDINGKAIZHAIC
1813,002358,GTRYRX,国投瑞银瑞祥,混合型,GUOTOURUIYINRUIXIANG
1814,002360,QHKYQJNYHHC,前海开源清洁能源混合C,混合型,QIANHAIKAIYUANQINGJIENENGYUANHUNHEC
1815,002361,GFHRZQA,国富恒瑞债券A,债券型,GUOFUHENGRUIZHAIQUANA
1816,002362,GFHRZQC,国富恒瑞债券C,债券型,GUOFUHENGRUIZHAIQUANC
1817,002363,HAAKLHPZHHA,华安安康灵活配置混合A,混合型,HUAANANKANGLINGHUOPEIZHIHUNHEA
1818,002364,HAAKLHPZHHC,华安安康灵活配置混合C,混合型,HUAANANKANGLINGHUOPEIZHIHUNHEC
1819,002367,GLAAWHH,国联安安稳混合,混合型,GUOLIANANANWENHUNHE
1820,002376,GSABHXCYHH,国寿安保核心产业混合,混合型,GUOSHOUANBAOHEXINCHANYEHUNHE
1821,002377,JXRYCZ,建信睿怡纯债,债券型,JIANXINRUIYICHUNZHAI
1822,002378,JXHLLHPZHH,建信弘利灵活配置混合,混合型,JIANXINHONGLILINGHUOPEIZHIHUNHE
1823,002379,GYXGZXPRMB,工银香港中小盘人民币,QDII,GONGYINXIANGGANGZHONGXIAOPANRENMINBI
1824,002380,GYXGZXPMY,工银香港中小盘美元,QDII,GONGYINXIANGGANGZHONGXIAOPANMEIYUAN
1825,002381,DHXRA,东海祥瑞A,债券型,DONGHAIXIANGRUIA
1826,002382,DHXRC,东海祥瑞C,债券型,DONGHAIXIANGRUIC
1827,002383,DCQSHBLHPZHH,大成趋势回报灵活配置混合,混合型,DACHENGQUSHIHUIBAOLINGHUOPEIZHIHUNHE
1828,002384,JTHXFWSJLHPZHH,九泰鸿祥服务升级灵活配置混合,混合型,JIUTAIHONGXIANGFUWUSHENGJILINGHUOPEIZHIHUNHE
1829,002385,BSHS300ZSC,博时沪深300指数C,股票指数,BOSHIHUSHEN300ZHISHUC
1830,002387,GYHGSGPA,工银沪港深股票A,股票型,GONGYINHUGANGSHENGUPIAOA
1831,002388,THYLLHPZHHA,天弘裕利灵活配置混合A,混合型,TIANHONGYULILINGHUOPEIZHIHUNHEA
1832,002389,ZSADLHPZHHA,招商安德灵活配置混合A,混合型,ZHAOSHANGANDELINGHUOPEIZHIHUNHEA
1833,002390,ZSADLHPZHHC,招商安德灵活配置混合C,混合型,ZHAOSHANGANDELINGHUOPEIZHIHUNHEC
1834,002391,HAQQMYSYZRMBA,华安全球美元收益债人民币A,QDII,HUAANQUANQIUMEIYUANSHOUYIZHAIRENMINBIA
1835,002392,HAQQMYSYZMYXHA,华安全球美元收益债美元现汇A,QDII,HUAANQUANQIUMEIYUANSHOUYIZHAIMEIYUANXIANHUIA
1836,002393,HAQQMYSYZC,华安全球美元收益债C,QDII,HUAANQUANQIUMEIYUANSHOUYIZHAIC
1837,002395,PHFSDKZA,鹏华丰尚定开债A,定开债券,PENGHUAFENGSHANGDINGKAIZHAIA
1838,002396,PHFSDKZB,鹏华丰尚定开债B,定开债券,PENGHUAFENGSHANGDINGKAIZHAIB
1839,002398,HAAXHHA,华安安禧混合A,混合型,HUAANANXIHUNHEA
1840,002399,HAAXHHC,华安安禧混合C,混合型,HUAANANXIHUNHEC
1841,002400,NFYZMYZRMBA,南方亚洲美元债人民币A,QDII,NANFANGYAZHOUMEIYUANZHAIRENMINBIA
1842,002401,NFYZMYZRMBC,南方亚洲美元债人民币C,QDII,NANFANGYAZHOUMEIYUANZHAIRENMINBIC
1843,002402,NFYZMYZMYXHA,南方亚洲美元债美元现汇A,QDII,NANFANGYAZHOUMEIYUANZHAIMEIYUANXIANHUIA
1844,002403,NFYZMYZMYXHC,南方亚洲美元债美元现汇C,QDII,NANFANGYAZHOUMEIYUANZHAIMEIYUANXIANHUIC
1845,002404,BSYQCZC,博时裕乾纯债C,债券型,BOSHIYUQIANCHUNZHAIC
1846,002405,GDZGDJZQA,光大中高等级债券A,债券型,GUANGDAZHONGGAODENGJIZHAIQUANA
1847,002406,GDZGDJZQC,光大中高等级债券C,债券型,GUANGDAZHONGGAODENGJIZHAIQUANC
1848,002407,QHKYHYLHPZHH,前海开源恒远灵活配置混合,混合型,QIANHAIKAIYUANHENGYUANLINGHUOPEIZHIHUNHE
1849,002408,ZXJTYGHHA,中信建投医改混合A,混合型,ZHONGXINJIANTOUYIGAIHUNHEA
1850,002409,HXXHLHHA,华夏新活力混合A,混合型,HUAXIAXINHUOLIHUNHEA
1851,002410,HXXHLHHC,华夏新活力混合C,混合型,HUAXIAXINHUOLIHUNHEC
1852,002411,HXXJYHHA,华夏新机遇混合A,混合型,HUAXIAXINJIYUHUNHEA
1853,002412,HFAFZQ,华富安福债券,债券型,HUAFUANFUZHAIQUAN
1854,002413,ZYRLHHA,中银瑞利混合A,混合型,ZHONGYINRUILIHUNHEA
1855,002414,ZYRLHHC,中银瑞利混合C,混合型,ZHONGYINRUILIHUNHEC
1856,002415,RTTYLHPZHH,融通通盈灵活配置混合,混合型,RONGTONGTONGYINGLINGHUOPEIZHIHUNHE
1857,002416,ZSFLLHPZHHC,招商丰利灵活配置混合C,混合型,ZHAOSHANGFENGLILINGHUOPEIZHIHUNHEC
1858,002417,ZSFSWDZZHHC,招商丰盛稳定增长混合C,混合型,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEC
1859,002418,HTFYXHBLHPZHHC,汇添富优选回报灵活配置混合C,混合型,HUITIANFUYOUXUANHUIBAOLINGHUOPEIZHIHUNHEC
1860,002419,HTFYALHPZHH,汇添富盈安灵活配置混合,混合型,HUITIANFUYINGANLINGHUOPEIZHIHUNHE
1861,002420,HTFYXHH,汇添富盈鑫混合,混合型,HUITIANFUYINGXINHUNHE
1862,002421,XHZQZQA,新华增强债券A,债券型,XINHUAZENGQIANGZHAIQUANA
1863,002422,XHZQZQC,新华增强债券C,债券型,XINHUAZENGQIANGZHAIQUANC
1864,002423,HBBPMGXFMY,华宝标普美国消费美元,QDII-指数,HUABAOBIAOPUMEIGUOXIAOFEIMEIYUAN
1865,002424,BSWTYLZTHH,博时文体娱乐主题混合,混合型,BOSHIWENTIYULEZHUTIHUNHE
1866,002425,JYYXHHC,金鹰元禧混合C,混合型,JINYINGYUANXIHUNHEC
1867,002426,HAQQMYPXZRMBA,华安全球美元票息债人民币A,QDII,HUAANQUANQIUMEIYUANPIAOXIZHAIRENMINBIA
1868,002427,HAQQMYPXZMYXHA,华安全球美元票息债美元现汇A,QDII,HUAANQUANQIUMEIYUANPIAOXIZHAIMEIYUANXIANHUIA
1869,002429,HAQQMYPXZC,华安全球美元票息债C,QDII,HUAANQUANQIUMEIYUANPIAOXIZHAIC
1870,002430,ZYFLHHA,中银丰利混合A,混合型,ZHONGYINFENGLIHUNHEA
1871,002431,ZYFLHHC,中银丰利混合C,混合型,ZHONGYINFENGLIHUNHEC
1872,002434,ZYHLHHA,中银宏利混合A,混合型,ZHONGYINHONGLIHUNHEA
1873,002435,ZYHLHHC,中银宏利混合C,混合型,ZHONGYINHONGLIHUNHEC
1874,002436,STMGHLHBHHC,上投摩根红利回报混合C,混合型,SHANGTOUMOGENHONGLIHUIBAOHUNHEC
1875,002438,CJHXZSCZ,创金合信尊盛纯债,债券型,CHUANGJINHEXINZUNSHENGCHUNZHAI
1876,002440,ZJRYZQ,中加瑞盈债券,债券型,ZHONGJIARUIYINGZHAIQUAN
1877,002441,DBXTLZQC,德邦新添利债券C,债券型,DEBANGXINTIANLIZHAIQUANC
1878,002442,XYHLZQ,鑫元汇利债券,债券型,XINYUANHUILIZHAIQUAN
1879,002443,QHKYHGSLTJXHH,前海开源沪港深龙头精选混合,混合型,QIANHAIKAIYUANHUGANGSHENLONGTOUJINGXUANHUNHE
1880,002445,XYFTZQ,兴业丰泰债券,债券型,XINGYEFENGTAIZHAIQUAN
1881,002446,GFLXLHPZHHA,广发利鑫灵活配置混合A,混合型,GUANGFALIXINLINGHUOPEIZHIHUNHEA
1882,002447,BSYACZDKZFQS,博时裕安纯债定开债发起式,定开债券,BOSHIYUANCHUNZHAIDINGKAIZHAIFAQISHI
1883,002448,JXHF,江信汇福,定开债券,JIANGXINHUIFU
1884,002449,MSJYLHZGHH,民生加银量化中国混合,混合型,MINSHENGJIAYINLIANGHUAZHONGGUOHUNHE
1885,002450,PARXWYHHA,平安睿享文娱混合A,混合型,PINGANRUIXIANGWENYUHUNHEA
1886,002451,PARXWYHHC,平安睿享文娱混合C,混合型,PINGANRUIXIANGWENYUHUNHEC
1887,002452,MSJYHXDKZ,民生加银和鑫定开债,定开债券,MINSHENGJIAYINHEXINDINGKAIZHAI
1888,002453,JTJWLHPZHHA,九泰久稳灵活配置混合A,混合型,JIUTAIJIUWENLINGHUOPEIZHIHUNHEA
1889,002454,JTJWLHPZHHC,九泰久稳灵活配置混合C,混合型,JIUTAIJIUWENLINGHUOPEIZHIHUNHEC
1890,002455,MSJYXXHH,民生加银鑫喜混合,混合型,MINSHENGJIAYINXINXIHUNHE
